Reading	Plate	Well	Type	Group	Sample	Meas. time [s]	RFU	Em	Ex	
2	1	 B07	Unknown	Assay	1 2/4	120.02	0.206742	520	490	
2	1	 C07	Unknown	Assay	2 1/4	120.27	0.236688	520	490	
2	1	 D07	Unknown	Assay	2 2/4	120.52	0.248835	520	490	
2	1	 E07	Unknown	Assay	3 1/4	120.77	0.242497	520	490	
2	1	 F07	Unknown	Assay	3 2/4	121.02	0.256478	520	490	
2	1	 G07	Unknown	Assay	4 1/4	121.27	0.289447	520	490	
2	1	 H07	Unknown	Assay	4 2/4	121.52	0.246229	520	490	
2	1	 H08	Unknown	Assay	4 4/4	121.77	0.235903	520	490	
2	1	 G08	Unknown	Assay	4 3/4	122.02	0.262053	520	490	
2	1	 F08	Unknown	Assay	3 4/4	122.27	0.243739	520	490	
2	1	 E08	Unknown	Assay	3 3/4	122.52	0.240372	520	490	
2	1	 D08	Unknown	Assay	2 4/4	122.77	0.250538	520	490	
2	1	 C08	Unknown	Assay	2 3/4	123.02	0.255563	520	490	
2	1	 B08	Unknown	Assay	1 4/4	123.27	0.214273	520	490	
2	1	 A08	Unknown	Assay	1 3/4	123.52	0.243204	520	490	
2	1	 A09	Unknown	Assay	5 1/4	123.77	0.234938	520	490	
2	1	 B09	Unknown	Assay	5 2/4	124.02	0.233237	520	490	
2	1	 C09	Unknown	Assay	6 1/4	124.27	0.240451	520	490	
2	1	 D09	Unknown	Assay	6 2/4	124.52	0.23484	520	490	
2	1	 E09	Unknown	Assay	7 1/4	124.77	0.253439	520	490	
2	1	 F09	Unknown	Assay	7 2/4	125.02	0.242877	520	490	
2	1	 G09	Unknown	Assay	air 1/4	125.27	0.230776	520	490	
2	1	 H09	Unknown	Assay	air 2/4	125.52	0.220538	520	490	
2	1	 H10	Unknown	Assay	air 4/4	125.77	0.247255	520	490	
2	1	 G10	Unknown	Assay	air 3/4	126.02	0.22241	520	490	
2	1	 F10	Unknown	Assay	7 4/4	126.27	0.236606	520	490	
2	1	 E10	Unknown	Assay	7 3/4	126.52	0.350438	520	490	
2	1	 D10	Unknown	Assay	6 4/4	126.77	0.221612	520	490	
2	1	 C10	Unknown	Assay	6 3/4	127.02	0.238457	520	490	
2	1	 B10	Unknown	Assay	5 4/4	127.27	0.249918	520	490	
2	1	 A10	Unknown	Assay	5 3/4	127.52	0.233174	520	490	
3	1	 A07	Unknown	Assay	1 1/4	239.77	0.22611	520	490	
3	1	 B07	Unknown	Assay	1 2/4	240.02	0.213771	520	490	
3	1	 C07	Unknown	Assay	2 1/4	240.27	0.225438	520	490	
3	1	 D07	Unknown	Assay	2 2/4	240.52	0.237983	520	490	
3	1	 E07	Unknown	Assay	3 1/4	240.77	0.252854	520	490	
3	1	 F07	Unknown	Assay	3 2/4	241.02	0.283131	520	490	
3	1	 G07	Unknown	Assay	4 1/4	241.27	0.253861	520	490	
3	1	 H07	Unknown	Assay	4 2/4	241.52	0.272593	520	490	
3	1	 H08	Unknown	Assay	4 4/4	241.77	0.234392	520	490	
3	1	 G08	Unknown	Assay	4 3/4	242.02	0.271438	520	490	
3	1	 F08	Unknown	Assay	3 4/4	242.27	0.214479	520	490	
3	1	 E08	Unknown	Assay	3 3/4	242.52	0.221992	520	490	
3	1	 D08	Unknown	Assay	2 4/4	242.77	0.253479	520	490	
3	1	 C08	Unknown	Assay	2 3/4	243.02	0.236306	520	490	
3	1	 B08	Unknown	Assay	1 4/4	243.27	0.212545	520	490	
3	1	 A08	Unknown	Assay	1 3/4	243.52	0.239413	520	490	
3	1	 A09	Unknown	Assay	5 1/4	243.77	0.213447	520	490	
3	1	 B09	Unknown	Assay	5 2/4	244.02	0.241144	520	490	
3	1	 C09	Unknown	Assay	6 1/4	244.27	0.222503	520	490	
3	1	 D09	Unknown	Assay	6 2/4	244.52	0.24167	520	490	
3	1	 E09	Unknown	Assay	7 1/4	244.77	0.276924	520	490	
3	1	 F09	Unknown	Assay	7 2/4	245.02	0.260389	520	490	
3	1	 G09	Unknown	Assay	air 1/4	245.27	0.234599	520	490	
3	1	 H09	Unknown	Assay	air 2/4	245.52	0.222282	520	490	
3	1	 H10	Unknown	Assay	air 4/4	245.77	0.197758	520	490	
3	1	 G10	Unknown	Assay	air 3/4	246.02	0.209675	520	490	
3	1	 F10	Unknown	Assay	7 4/4	246.27	0.278922	520	490	
3	1	 E10	Unknown	Assay	7 3/4	246.52	0.368878	520	490	
3	1	 D10	Unknown	Assay	6 4/4	246.77	0.219815	520	490	
3	1	 C10	Unknown	Assay	6 3/4	247.02	0.240681	520	490	
3	1	 B10	Unknown	Assay	5 4/4	247.27	0.225019	520	490	
3	1	 A10	Unknown	Assay	5 3/4	247.52	0.23831	520	490	
4	1	 A07	Unknown	Assay	1 1/4	359.77	0.237596	520	490	
4	1	 B07	Unknown	Assay	1 2/4	360.02	0.238913	520	490	
4	1	 C07	Unknown	Assay	2 1/4	360.27	0.246177	520	490	
4	1	 D07	Unknown	Assay	2 2/4	360.52	0.261776	520	490	
4	1	 E07	Unknown	Assay	3 1/4	360.77	0.221337	520	490	
4	1	 F07	Unknown	Assay	3 2/4	361.02	0.292837	520	490	
4	1	 G07	Unknown	Assay	4 1/4	361.27	0.282737	520	490	
4	1	 H07	Unknown	Assay	4 2/4	361.52	0.283185	520	490	
4	1	 H08	Unknown	Assay	4 4/4	361.77	0.277279	520	490	
4	1	 G08	Unknown	Assay	4 3/4	362.02	0.301538	520	490	
4	1	 F08	Unknown	Assay	3 4/4	362.27	0.244561	520	490	
4	1	 E08	Unknown	Assay	3 3/4	362.52	0.225483	520	490	
4	1	 D08	Unknown	Assay	2 4/4	362.77	0.244522	520	490	
4	1	 C08	Unknown	Assay	2 3/4	363.02	0.239036	520	490	
4	1	 B08	Unknown	Assay	1 4/4	363.27	0.247402	520	490	
4	1	 A08	Unknown	Assay	1 3/4	363.52	0.238039	520	490	
4	1	 A09	Unknown	Assay	5 1/4	363.77	0.225945	520	490	
4	1	 B09	Unknown	Assay	5 2/4	364.02	0.224451	520	490	
4	1	 C09	Unknown	Assay	6 1/4	364.27	0.25681	520	490	
4	1	 D09	Unknown	Assay	6 2/4	364.52	0.236052	520	490	
4	1	 E09	Unknown	Assay	7 1/4	364.77	0.283684	520	490	
4	1	 F09	Unknown	Assay	7 2/4	365.02	0.312787	520	490	
4	1	 G09	Unknown	Assay	air 1/4	365.27	0.239122	520	490	
4	1	 H09	Unknown	Assay	air 2/4	365.52	0.244492	520	490	
4	1	 H10	Unknown	Assay	air 4/4	365.77	0.225241	520	490	
4	1	 G10	Unknown	Assay	air 3/4	366.02	0.221319	520	490	
4	1	 F10	Unknown	Assay	7 4/4	366.27	0.275276	520	490	
4	1	 E10	Unknown	Assay	7 3/4	366.52	0.41852	520	490	
4	1	 D10	Unknown	Assay	6 4/4	366.77	0.248363	520	490	
4	1	 C10	Unknown	Assay	6 3/4	367.02	0.21573	520	490	
4	1	 B10	Unknown	Assay	5 4/4	367.27	0.257336	520	490	
4	1	 A10	Unknown	Assay	5 3/4	367.52	0.262782	520	490	
5	1	 A07	Unknown	Assay	1 1/4	479.77	0.243734	520	490	
5	1	 B07	Unknown	Assay	1 2/4	480.02	0.243709	520	490	
5	1	 C07	Unknown	Assay	2 1/4	480.27	0.24321	520	490	
5	1	 D07	Unknown	Assay	2 2/4	480.52	0.262638	520	490	
5	1	 E07	Unknown	Assay	3 1/4	480.77	0.259646	520	490	
5	1	 F07	Unknown	Assay	3 2/4	481.02	0.342196	520	490	
5	1	 G07	Unknown	Assay	4 1/4	481.27	0.294523	520	490	
5	1	 H07	Unknown	Assay	4 2/4	481.52	0.275543	520	490	
5	1	 H08	Unknown	Assay	4 4/4	481.77	0.324153	520	490	
5	1	 G08	Unknown	Assay	4 3/4	482.02	0.303875	520	490	
5	1	 F08	Unknown	Assay	3 4/4	482.27	0.221287	520	490	
5	1	 E08	Unknown	Assay	3 3/4	482.52	0.248878	520	490	
5	1	 D08	Unknown	Assay	2 4/4	482.77	0.24415	520	490	
5	1	 C08	Unknown	Assay	2 3/4	483.02	0.263039	520	490	
5	1	 B08	Unknown	Assay	1 4/4	483.27	0.248225	520	490	
5	1	 A08	Unknown	Assay	1 3/4	483.52	0.253185	520	490	
5	1	 A09	Unknown	Assay	5 1/4	483.77	0.242164	520	490	
5	1	 B09	Unknown	Assay	5 2/4	484.02	0.250838	520	490	
5	1	 C09	Unknown	Assay	6 1/4	484.27	0.233477	520	490	
5	1	 D09	Unknown	Assay	6 2/4	484.52	0.210406	520	490	
5	1	 E09	Unknown	Assay	7 1/4	484.77	0.309759	520	490	
5	1	 F09	Unknown	Assay	7 2/4	485.02	0.286373	520	490	
5	1	 G09	Unknown	Assay	air 1/4	485.27	0.237496	520	490	
5	1	 H09	Unknown	Assay	air 2/4	485.52	0.236572	520	490	
5	1	 H10	Unknown	Assay	air 4/4	485.77	0.194615	520	490	
5	1	 G10	Unknown	Assay	air 3/4	486.02	0.212453	520	490	
5	1	 F10	Unknown	Assay	7 4/4	486.27	0.281433	520	490	
5	1	 E10	Unknown	Assay	7 3/4	486.52	0.431737	520	490	
5	1	 D10	Unknown	Assay	6 4/4	486.77	0.234513	520	490	
5	1	 C10	Unknown	Assay	6 3/4	487.02	0.22891	520	490	
5	1	 B10	Unknown	Assay	5 4/4	487.27	0.26156	520	490	
5	1	 A10	Unknown	Assay	5 3/4	487.52	0.232024	520	490	
6	1	 A07	Unknown	Assay	1 1/4	599.77	0.22784	520	490	
6	1	 B07	Unknown	Assay	1 2/4	600.02	0.231643	520	490	
6	1	 C07	Unknown	Assay	2 1/4	600.27	0.239751	520	490	
6	1	 D07	Unknown	Assay	2 2/4	600.52	0.241071	520	490	
6	1	 E07	Unknown	Assay	3 1/4	600.77	0.243407	520	490	
6	1	 F07	Unknown	Assay	3 2/4	601.02	0.385138	520	490	
6	1	 G07	Unknown	Assay	4 1/4	601.27	0.321874	520	490	
6	1	 H07	Unknown	Assay	4 2/4	601.52	0.332556	520	490	
6	1	 H08	Unknown	Assay	4 4/4	601.77	0.281369	520	490	
6	1	 G08	Unknown	Assay	4 3/4	602.02	0.32477	520	490	
6	1	 F08	Unknown	Assay	3 4/4	602.27	0.249039	520	490	
6	1	 E08	Unknown	Assay	3 3/4	602.52	0.253743	520	490	
6	1	 D08	Unknown	Assay	2 4/4	602.77	0.281247	520	490	
6	1	 C08	Unknown	Assay	2 3/4	603.02	0.271742	520	490	
6	1	 B08	Unknown	Assay	1 4/4	603.27	0.250142	520	490	
6	1	 A08	Unknown	Assay	1 3/4	603.52	0.266467	520	490	
6	1	 A09	Unknown	Assay	5 1/4	603.77	0.238419	520	490	
6	1	 B09	Unknown	Assay	5 2/4	604.02	0.248062	520	490	
6	1	 C09	Unknown	Assay	6 1/4	604.27	0.230087	520	490	
6	1	 D09	Unknown	Assay	6 2/4	604.52	0.227691	520	490	
6	1	 E09	Unknown	Assay	7 1/4	604.77	0.308689	520	490	
6	1	 F09	Unknown	Assay	7 2/4	605.02	0.29124	520	490	
6	1	 G09	Unknown	Assay	air 1/4	605.27	0.247733	520	490	
6	1	 H09	Unknown	Assay	air 2/4	605.52	0.245181	520	490	
6	1	 H10	Unknown	Assay	air 4/4	605.77	0.208392	520	490	
6	1	 G10	Unknown	Assay	air 3/4	606.02	0.227661	520	490	
6	1	 F10	Unknown	Assay	7 4/4	606.27	0.296155	520	490	
6	1	 E10	Unknown	Assay	7 3/4	606.52	0.458907	520	490	
6	1	 D10	Unknown	Assay	6 4/4	606.77	0.222793	520	490	
6	1	 C10	Unknown	Assay	6 3/4	607.02	0.210585	520	490	
6	1	 B10	Unknown	Assay	5 4/4	607.27	0.251886	520	490	
6	1	 A10	Unknown	Assay	5 3/4	607.52	0.229725	520	490	
7	1	 A07	Unknown	Assay	1 1/4	719.77	0.233809	520	490	
7	1	 B07	Unknown	Assay	1 2/4	720.02	0.21871	520	490	
7	1	 C07	Unknown	Assay	2 1/4	720.27	0.245523	520	490	
7	1	 D07	Unknown	Assay	2 2/4	720.52	0.258332	520	490	
7	1	 E07	Unknown	Assay	3 1/4	720.77	0.256674	520	490	
7	1	 F07	Unknown	Assay	3 2/4	721.02	0.396519	520	490	
7	1	 G07	Unknown	Assay	4 1/4	721.27	0.312065	520	490	
7	1	 H07	Unknown	Assay	4 2/4	721.52	0.304077	520	490	
7	1	 H08	Unknown	Assay	4 4/4	721.77	0.319867	520	490	
7	1	 G08	Unknown	Assay	4 3/4	722.02	0.332362	520	490	
7	1	 F08	Unknown	Assay	3 4/4	722.27	0.224456	520	490	
7	1	 E08	Unknown	Assay	3 3/4	722.52	0.247175	520	490	
7	1	 D08	Unknown	Assay	2 4/4	722.77	0.261901	520	490	
7	1	 C08	Unknown	Assay	2 3/4	723.02	0.259366	520	490	
7	1	 B08	Unknown	Assay	1 4/4	723.27	0.23105	520	490	
7	1	 A08	Unknown	Assay	1 3/4	723.52	0.237823	520	490	
7	1	 A09	Unknown	Assay	5 1/4	723.77	0.22911	520	490	
7	1	 B09	Unknown	Assay	5 2/4	724.02	0.233183	520	490	
7	1	 C09	Unknown	Assay	6 1/4	724.27	0.230018	520	490	
7	1	 D09	Unknown	Assay	6 2/4	724.52	0.201722	520	490	
7	1	 E09	Unknown	Assay	7 1/4	724.77	0.3197	520	490	
7	1	 F09	Unknown	Assay	7 2/4	725.02	0.322398	520	490	
7	1	 G09	Unknown	Assay	air 1/4	725.27	0.235817	520	490	
7	1	 H09	Unknown	Assay	air 2/4	725.52	0.217487	520	490	
7	1	 H10	Unknown	Assay	air 4/4	725.77	0.208076	520	490	
7	1	 G10	Unknown	Assay	air 3/4	726.02	0.201583	520	490	
7	1	 F10	Unknown	Assay	7 4/4	726.27	0.280078	520	490	
7	1	 E10	Unknown	Assay	7 3/4	726.52	0.503627	520	490	
7	1	 D10	Unknown	Assay	6 4/4	726.77	0.205575	520	490	
7	1	 C10	Unknown	Assay	6 3/4	727.02	0.185951	520	490	
7	1	 B10	Unknown	Assay	5 4/4	727.27	0.238486	520	490	
7	1	 A10	Unknown	Assay	5 3/4	727.52	0.219702	520	490	
8	1	 A07	Unknown	Assay	1 1/4	839.77	0.242779	520	490	
8	1	 B07	Unknown	Assay	1 2/4	840.02	0.233482	520	490	
8	1	 C07	Unknown	Assay	2 1/4	840.27	0.233111	520	490	
8	1	 D07	Unknown	Assay	2 2/4	840.52	0.29994	520	490	
8	1	 E07	Unknown	Assay	3 1/4	840.77	0.240077	520	490	
8	1	 F07	Unknown	Assay	3 2/4	841.02	0.412223	520	490	
8	1	 G07	Unknown	Assay	4 1/4	841.27	0.295678	520	490	
8	1	 H07	Unknown	Assay	4 2/4	841.52	0.318957	520	490	
8	1	 H08	Unknown	Assay	4 4/4	841.77	0.311539	520	490	
8	1	 G08	Unknown	Assay	4 3/4	842.02	0.338806	520	490	
8	1	 F08	Unknown	Assay	3 4/4	842.27	0.239328	520	490	
8	1	 E08	Unknown	Assay	3 3/4	842.52	0.247868	520	490	
8	1	 D08	Unknown	Assay	2 4/4	842.77	0.254939	520	490	
8	1	 C08	Unknown	Assay	2 3/4	843.02	0.26027	520	490	
8	1	 B08	Unknown	Assay	1 4/4	843.27	0.225263	520	490	
8	1	 A08	Unknown	Assay	1 3/4	843.52	0.251241	520	490	
8	1	 A09	Unknown	Assay	5 1/4	843.77	0.194804	520	490	
8	1	 B09	Unknown	Assay	5 2/4	844.02	0.244289	520	490	
8	1	 C09	Unknown	Assay	6 1/4	844.27	0.217834	520	490	
8	1	 D09	Unknown	Assay	6 2/4	844.52	0.235978	520	490	
8	1	 E09	Unknown	Assay	7 1/4	844.77	0.335576	520	490	
8	1	 F09	Unknown	Assay	7 2/4	845.02	0.289706	520	490	
8	1	 G09	Unknown	Assay	air 1/4	845.27	0.233473	520	490	
8	1	 H09	Unknown	Assay	air 2/4	845.52	0.222638	520	490	
8	1	 H10	Unknown	Assay	air 4/4	845.77	0.22314	520	490	
8	1	 G10	Unknown	Assay	air 3/4	846.02	0.229789	520	490	
8	1	 F10	Unknown	Assay	7 4/4	846.27	0.29755	520	490	
8	1	 E10	Unknown	Assay	7 3/4	846.52	0.476944	520	490	
8	1	 D10	Unknown	Assay	6 4/4	846.77	0.202375	520	490	
8	1	 C10	Unknown	Assay	6 3/4	847.02	0.227663	520	490	
8	1	 B10	Unknown	Assay	5 4/4	847.27	0.233949	520	490	
8	1	 A10	Unknown	Assay	5 3/4	847.52	0.22725	520	490	
9	1	 A07	Unknown	Assay	1 1/4	959.77	0.249852	520	490	
9	1	 B07	Unknown	Assay	1 2/4	960.02	0.23346	520	490	
9	1	 C07	Unknown	Assay	2 1/4	960.27	0.269124	520	490	
9	1	 D07	Unknown	Assay	2 2/4	960.52	0.243251	520	490	
9	1	 E07	Unknown	Assay	3 1/4	960.77	0.274921	520	490	
9	1	 F07	Unknown	Assay	3 2/4	961.02	0.435067	520	490	
9	1	 G07	Unknown	Assay	4 1/4	961.27	0.347324	520	490	
9	1	 H07	Unknown	Assay	4 2/4	961.52	0.368261	520	490	
9	1	 H08	Unknown	Assay	4 4/4	961.77	0.346278	520	490	
9	1	 G08	Unknown	Assay	4 3/4	962.02	0.362859	520	490	
9	1	 F08	Unknown	Assay	3 4/4	962.27	0.250239	520	490	
9	1	 E08	Unknown	Assay	3 3/4	962.52	0.265741	520	490	
9	1	 D08	Unknown	Assay	2 4/4	962.77	0.283844	520	490	
9	1	 C08	Unknown	Assay	2 3/4	963.02	0.263561	520	490	
9	1	 B08	Unknown	Assay	1 4/4	963.27	0.236106	520	490	
9	1	 A08	Unknown	Assay	1 3/4	963.52	0.236674	520	490	
9	1	 A09	Unknown	Assay	5 1/4	963.77	0.246261	520	490	
9	1	 B09	Unknown	Assay	5 2/4	964.02	0.2436	520	490	
9	1	 C09	Unknown	Assay	6 1/4	964.27	0.215525	520	490	
9	1	 D09	Unknown	Assay	6 2/4	964.52	0.212289	520	490	
9	1	 E09	Unknown	Assay	7 1/4	964.77	0.328687	520	490	
9	1	 F09	Unknown	Assay	7 2/4	965.02	0.309933	520	490	
9	1	 G09	Unknown	Assay	air 1/4	965.27	0.217419	520	490	
9	1	 H09	Unknown	Assay	air 2/4	965.52	0.223775	520	490	
9	1	 H10	Unknown	Assay	air 4/4	965.77	0.210254	520	490	
9	1	 G10	Unknown	Assay	air 3/4	966.02	0.210541	520	490	
9	1	 F10	Unknown	Assay	7 4/4	966.27	0.313326	520	490	
9	1	 E10	Unknown	Assay	7 3/4	966.52	0.498155	520	490	
9	1	 D10	Unknown	Assay	6 4/4	966.77	0.190356	520	490	
9	1	 C10	Unknown	Assay	6 3/4	967.02	0.219964	520	490	
9	1	 B10	Unknown	Assay	5 4/4	967.27	0.218311	520	490	
9	1	 A10	Unknown	Assay	5 3/4	967.52	0.237589	520	490	
10	1	 A07	Unknown	Assay	1 1/4	1079.77	0.275723	520	490	
10	1	 B07	Unknown	Assay	1 2/4	1080.02	0.226362	520	490	
10	1	 C07	Unknown	Assay	2 1/4	1080.27	0.279385	520	490	
10	1	 D07	Unknown	Assay	2 2/4	1080.52	0.260269	520	490	
10	1	 E07	Unknown	Assay	3 1/4	1080.77	0.271253	520	490	
10	1	 F07	Unknown	Assay	3 2/4	1081.02	0.413066	520	490	
10	1	 G07	Unknown	Assay	4 1/4	1081.27	0.393411	520	490	
10	1	 H07	Unknown	Assay	4 2/4	1081.52	0.377246	520	490	
10	1	 H08	Unknown	Assay	4 4/4	1081.77	0.336854	520	490	
10	1	 G08	Unknown	Assay	4 3/4	1082.02	0.398632	520	490	
10	1	 F08	Unknown	Assay	3 4/4	1082.27	0.266164	520	490	
10	1	 E08	Unknown	Assay	3 3/4	1082.52	0.270593	520	490	
10	1	 D08	Unknown	Assay	2 4/4	1082.77	0.272774	520	490	
10	1	 C08	Unknown	Assay	2 3/4	1083.02	0.289824	520	490	
10	1	 B08	Unknown	Assay	1 4/4	1083.27	0.233993	520	490	
10	1	 A08	Unknown	Assay	1 3/4	1083.52	0.225209	520	490	
10	1	 A09	Unknown	Assay	5 1/4	1083.77	0.2425	520	490	
10	1	 B09	Unknown	Assay	5 2/4	1084.02	0.244502	520	490	
10	1	 C09	Unknown	Assay	6 1/4	1084.27	0.212969	520	490	
10	1	 D09	Unknown	Assay	6 2/4	1084.52	0.240616	520	490	
10	1	 E09	Unknown	Assay	7 1/4	1084.77	0.384441	520	490	
10	1	 F09	Unknown	Assay	7 2/4	1085.02	0.353925	520	490	
10	1	 G09	Unknown	Assay	air 1/4	1085.27	0.245849	520	490	
10	1	 H09	Unknown	Assay	air 2/4	1085.52	0.246443	520	490	
10	1	 H10	Unknown	Assay	air 4/4	1085.77	0.205519	520	490	
10	1	 G10	Unknown	Assay	air 3/4	1086.02	0.217777	520	490	
10	1	 F10	Unknown	Assay	7 4/4	1086.27	0.330927	520	490	
10	1	 E10	Unknown	Assay	7 3/4	1086.52	0.536282	520	490	
10	1	 D10	Unknown	Assay	6 4/4	1086.77	0.21896	520	490	
10	1	 C10	Unknown	Assay	6 3/4	1087.02	0.225529	520	490	
10	1	 B10	Unknown	Assay	5 4/4	1087.27	0.260078	520	490	
10	1	 A10	Unknown	Assay	5 3/4	1087.52	0.248755	520	490	
11	1	 A07	Unknown	Assay	1 1/4	1199.77	0.247681	520	490	
11	1	 B07	Unknown	Assay	1 2/4	1200.02	0.246828	520	490	
11	1	 C07	Unknown	Assay	2 1/4	1200.27	0.258624	520	490	
11	1	 D07	Unknown	Assay	2 2/4	1200.52	0.280677	520	490	
11	1	 E07	Unknown	Assay	3 1/4	1200.77	0.272931	520	490	
11	1	 F07	Unknown	Assay	3 2/4	1201.02	0.466481	520	490	
11	1	 G07	Unknown	Assay	4 1/4	1201.27	0.412445	520	490	
11	1	 H07	Unknown	Assay	4 2/4	1201.52	0.387988	520	490	
11	1	 H08	Unknown	Assay	4 4/4	1201.77	0.384411	520	490	
11	1	 G08	Unknown	Assay	4 3/4	1202.02	0.399865	520	490	
11	1	 F08	Unknown	Assay	3 4/4	1202.27	0.262599	520	490	
11	1	 E08	Unknown	Assay	3 3/4	1202.52	0.275296	520	490	
11	1	 D08	Unknown	Assay	2 4/4	1202.77	0.303008	520	490	
11	1	 C08	Unknown	Assay	2 3/4	1203.02	0.282516	520	490	
11	1	 B08	Unknown	Assay	1 4/4	1203.27	0.211088	520	490	
11	1	 A08	Unknown	Assay	1 3/4	1203.52	0.277734	520	490	
11	1	 A09	Unknown	Assay	5 1/4	1203.77	0.250922	520	490	
11	1	 B09	Unknown	Assay	5 2/4	1204.02	0.280459	520	490	
11	1	 C09	Unknown	Assay	6 1/4	1204.27	0.221158	520	490	
11	1	 D09	Unknown	Assay	6 2/4	1204.52	0.232517	520	490	
11	1	 E09	Unknown	Assay	7 1/4	1204.77	0.39482	520	490	
11	1	 F09	Unknown	Assay	7 2/4	1205.02	0.35964	520	490	
11	1	 G09	Unknown	Assay	air 1/4	1205.27	0.227909	520	490	
11	1	 H09	Unknown	Assay	air 2/4	1205.52	0.222403	520	490	
11	1	 H10	Unknown	Assay	air 4/4	1205.77	0.240688	520	490	
11	1	 G10	Unknown	Assay	air 3/4	1206.02	0.212279	520	490	
11	1	 F10	Unknown	Assay	7 4/4	1206.27	0.349252	520	490	
11	1	 E10	Unknown	Assay	7 3/4	1206.52	0.592582	520	490	
11	1	 D10	Unknown	Assay	6 4/4	1206.77	0.23501	520	490	
11	1	 C10	Unknown	Assay	6 3/4	1207.02	0.223091	520	490	
11	1	 B10	Unknown	Assay	5 4/4	1207.27	0.259522	520	490	
11	1	 A10	Unknown	Assay	5 3/4	1207.52	0.266284	520	490	
12	1	 A07	Unknown	Assay	1 1/4	1319.77	0.233295	520	490	
12	1	 B07	Unknown	Assay	1 2/4	1320.02	0.263499	520	490	
12	1	 C07	Unknown	Assay	2 1/4	1320.27	0.267654	520	490	
12	1	 D07	Unknown	Assay	2 2/4	1320.52	0.289082	520	490	
12	1	 E07	Unknown	Assay	3 1/4	1320.77	0.260553	520	490	
12	1	 F07	Unknown	Assay	3 2/4	1321.02	0.481687	520	490	
12	1	 G07	Unknown	Assay	4 1/4	1321.27	0.411615	520	490	
12	1	 H07	Unknown	Assay	4 2/4	1321.52	0.402228	520	490	
12	1	 H08	Unknown	Assay	4 4/4	1321.77	0.358429	520	490	
12	1	 G08	Unknown	Assay	4 3/4	1322.02	0.400226	520	490	
12	1	 F08	Unknown	Assay	3 4/4	1322.27	0.287092	520	490	
12	1	 E08	Unknown	Assay	3 3/4	1322.52	0.261153	520	490	
12	1	 D08	Unknown	Assay	2 4/4	1322.77	0.290928	520	490	
12	1	 C08	Unknown	Assay	2 3/4	1323.02	0.261205	520	490	
12	1	 B08	Unknown	Assay	1 4/4	1323.27	0.268852	520	490	
12	1	 A08	Unknown	Assay	1 3/4	1323.52	0.241571	520	490	
12	1	 A09	Unknown	Assay	5 1/4	1323.77	0.273935	520	490	
12	1	 B09	Unknown	Assay	5 2/4	1324.02	0.260672	520	490	
12	1	 C09	Unknown	Assay	6 1/4	1324.27	0.234212	520	490	
12	1	 D09	Unknown	Assay	6 2/4	1324.52	0.221202	520	490	
12	1	 E09	Unknown	Assay	7 1/4	1324.77	0.424261	520	490	
12	1	 F09	Unknown	Assay	7 2/4	1325.02	0.332052	520	490	
