Reading	Plate	Well	Type	Group	Sample	Meas. time [s]	RFU	Em	Ex	
7	1	 D03	Unknown	Assay	4 3/4	724.53	0.378416	520	490	
7	1	 E03	Unknown	Assay	5 3/4	724.78	0.407148	520	490	
7	1	 F03	Unknown	Assay	6 3/4	725.03	0.881789	520	490	
7	1	 G03	Unknown	Assay	7 3/4	725.28	0.199849	520	490	
7	1	 H03	Unknown	Assay	8 3/4	725.53	2.34991	520	490	
7	1	 H04	Unknown	Assay	8 4/4	725.78	2.12378	520	490	
7	1	 G04	Unknown	Assay	7 4/4	726.03	0.202101	520	490	
7	1	 F04	Unknown	Assay	6 4/4	726.28	0.814756	520	490	
7	1	 E04	Unknown	Assay	5 4/4	726.53	0.370884	520	490	
7	1	 D04	Unknown	Assay	4 4/4	726.78	0.305488	520	490	
7	1	 C04	Unknown	Assay	3 4/4	727.03	0.31737	520	490	
7	1	 B04	Unknown	Assay	2 4/4	727.28	0.33209	520	490	
7	1	 A04	Unknown	Assay	1 4/4	727.53	0.302933	520	490	
7	1	 A05	Unknown	Assay	9 1/4	727.78	0.232823	520	490	
7	1	 B05	Unknown	Assay	9 2/4	728.03	0.260008	520	490	
7	1	 C05	Unknown	Assay	9 3/4	728.28	0.244232	520	490	
7	1	 D05	Unknown	Assay	9 4/4	728.53	0.215214	520	490	
8	1	 A01	Unknown	Assay	1 1/4	839.78	0.346549	520	490	
8	1	 B01	Unknown	Assay	2 1/4	840.03	0.23451	520	490	
8	1	 C01	Unknown	Assay	3 1/4	840.28	0.335388	520	490	
8	1	 D01	Unknown	Assay	4 1/4	840.53	0.376081	520	490	
8	1	 E01	Unknown	Assay	5 1/4	840.78	0.442958	520	490	
8	1	 F01	Unknown	Assay	6 1/4	841.03	0.988155	520	490	
8	1	 G01	Unknown	Assay	7 1/4	841.28	0.225405	520	490	
8	1	 H01	Unknown	Assay	8 1/4	841.53	2.14029	520	490	
8	1	 H02	Unknown	Assay	8 2/4	841.78	2.26373	520	490	
8	1	 G02	Unknown	Assay	7 2/4	842.03	0.228378	520	490	
8	1	 F02	Unknown	Assay	6 2/4	842.28	0.972169	520	490	
8	1	 E02	Unknown	Assay	5 2/4	842.53	0.379108	520	490	
8	1	 D02	Unknown	Assay	4 2/4	842.78	0.350203	520	490	
8	1	 C02	Unknown	Assay	3 2/4	843.03	0.298448	520	490	
8	1	 B02	Unknown	Assay	2 2/4	843.28	0.334915	520	490	
8	1	 A02	Unknown	Assay	1 2/4	843.53	0.305699	520	490	
8	1	 A03	Unknown	Assay	1 3/4	843.78	0.33075	520	490	
